"site","COVERTYPE","LRU2","drain","chem","text","form","ntrees","prop","Abies","Acer","Aesculus","Alnus","Betula","Carya","Castanea","Celtis","Cercis","Cornus","Crataegus","Cupressaceae","Fagus","Fraxinus","Juglans","Larix","Morus","NyssaLiquidambar","OstryaCarpinus","Picea","Pinus","Platanus","PopLirio","Prunus","Quercus","RobiniaGleditsia","Salix","Sassafras","Thuja","Tilia","Tsuga","Ulmus"
"97A dry typic sandy plains","WHITE PINE-WHITE OAK FOREST","97A","dry","typic","sandy","plains",378,26.2,0,0.8,0,0,0.5,0,0,0,0,0.3,0,0,0.8,0.3,0,0,0,0,0,0.8,51.6,0,2.1,0.3,41.5,0,0,0,0,0,1.1,0
"97A moist dysic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","97A","moist","dysic","sandy","plains",143,29.4,0,4.2,0,0,4.2,0,0,0,0,0,0,0,35,6.3,0,0,0,0,0,0,8.4,0.7,0,0,2.1,0,0,0,0,0,37.8,1.4
"97A dry typic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","97A","dry","typic","sandy","plains",217,15,0,1.8,0,0,0,0,0,0,0,0,0,0,51.2,0.5,0,0,0,0.5,1.8,0,6.5,0,0,0,0.5,0,0,0,0,0.9,35.9,0.5
"97A moist dysic sandy plains","WHITE PINE-WHITE OAK FOREST","97A","moist","dysic","sandy","plains",113,23.2,0,2.7,0,0,0,0,0,0,0,0,0,0,6.2,2.7,0,0,0,0,0,1.8,42.5,0.9,0.9,0,38.1,0,0,0.9,0,0,3.5,0
"97A dry typic sandy plains","OAK/PINE BARRENS","97A","dry","typic","sandy","plains",158,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,0,0.6,0.6,45.6,0,0,0,0,0,0,0
"98A wet euic mucky plains","MIXED CONIFER SWAMP","98A","wet","euic","mucky","plains",576,35.7,0,2.8,0,0,1.2,0,0,0,0,0,0,0,1.7,7.1,0,67.7,0,0,0,2.1,2.1,0,0.7,0,6.2,0,0.2,0,2.1,0.5,2.6,3
"98A dry typic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","98A","dry","typic","sandy","plains",114,7.9,0,9.6,0,0,0,0,0,0,0,0,0,0,38.6,2.6,0,3.5,0,0,0.9,0,15.8,0,0,0,0.9,0,0,0,0,2.6,24.6,0.9
"98A moist euic mucky plains","MIXED CONIFER SWAMP","98A","moist","euic","mucky","plains",150,22.5,0,2,0,0,3.3,0.7,0,0,0,0,0,0,2.7,6,0,49.3,0,0,0.7,2.7,3.3,0,2,0,20.7,0,1.3,0,0,0.7,3.3,1.3
"98A dry rich sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","98A","dry","rich","sandy","plains",116,2.9,0,12.9,0,0,1.7,0.9,0,0,0,0,0,0,41.4,1.7,0,0,0,0,2.6,0,14.7,0,0,0,3.4,0,0,0,0,1.7,17.2,1.7
"98A moist typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","98A","moist","typic","loamy","plains",178,2.9,0,11.2,0,0,3.9,0.6,0,0,0,0,0,0,33.1,5.6,0,1.7,0,0,1.1,0,3.9,0,0,0,1.7,0,0,0,0,2.2,28.1,6.7
"98A dry typic loamy plains","MIXED HARDWOOD SWAMP","98A","dry","typic","loamy","plains",134,0.9,0,8.2,0,0,6,0,0,0,0,0,0,0,9,17.2,0,3.7,0,0.7,1.5,0,0,0.7,6,0,32.1,0,0,0,0,2.2,0,12.7
"98A moist typic loamy plains","MIXED CONIFER SWAMP","98A","moist","typic","loamy","plains",164,2.6,0,7.3,0,1.8,4.9,1.2,0,0,0,0,0,0,2.4,8.5,0,44.5,0,0,0,0,1.2,0,2.4,0,9.8,0,1.2,0,1.2,0.6,4.9,7.9
"98A dry typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","98A","dry","typic","loamy","plains",243,1.6,0,13.2,0,0,1.6,0.4,0,0,0,0,0,0,45.3,1.6,0,1.2,0,0,1.6,0,6.6,0,0.8,0,0.4,0,0,0,0,2.5,23.5,1.2
"98A wet typic loamy plains","BEECH-SUGAR MAPLE FOREST","98A","wet","typic","loamy","plains",355,26.9,0,12.4,0,0,0.8,1.1,0,0,0,0.3,0.3,0,27,18.9,0.8,0,0,0,2,0,0.6,0.3,0.8,0.6,7,0,0,0,0,9.3,0.6,17.2
"98A moist typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","98A","moist","typic","loamy","plains",112,1.8,0,13.4,0,0,0,0.9,0,0,0,0,0,0,0.9,11.6,0,1.8,0,0,0.9,0,0,0,8.9,0,50,0,0,0,0,0.9,0,10.7
"98A dry typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","98A","dry","typic","loamy","plains",152,1,0,0.7,0,0,1.3,2.6,0,0,0,0,0,0,2,5.3,0,3.9,0,0,0,0,2,0,8.6,0,71.1,0,0,0,0,0,0,2.6
"98A wet typic loamy plains","MIXED HARDWOOD SWAMP","98A","wet","typic","loamy","plains",175,13.3,0,12.6,0,0,2.9,0,0,0,0,0,0,0,6.9,28,0.6,4.6,0,0,1.7,0,1.1,0.6,3.4,0,8.6,0,2.9,0,0,2.3,1.1,22.9
"98A moist typic loamy plains","MIXED HARDWOOD SWAMP","98A","moist","typic","loamy","plains",292,4.7,0,10.6,0,0.3,1.4,1.4,0,0,0,0,0,0,9.2,20.5,0.7,2.1,0,0,3.4,0,0.7,1,7.5,2.1,12.3,0,1.4,0,0,3.8,0,21.6
"98A wet typic loamy plains","MIXED CONIFER SWAMP","98A","wet","typic","loamy","plains",160,12.1,0,1.2,0,1.2,2.5,0,0,0,0,0,0,0,3.1,12.5,0,56.2,0,0,1.2,0,3.1,0.6,1.2,0.6,6.9,0,0,0,0.6,0.6,0,8.1
"94AA dry spodic sandy plains","MIXED PINE-OAK FOREST","94AA","dry","spodic","sandy","plains",116,1.6,0,4.3,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,56,0,6,0,23.3,0,0,0,0,0,1.7,0
"99B moist typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","moist","typic","loamy","plains",413,11.4,0.7,12.1,0,0,4.1,0,0,0,0,0,0,0,20.1,4.6,0,0,0,0,0.5,0,4.1,0,0.2,0.2,1.7,0,0,0,2.7,3.6,40.4,4.8
"99B dry typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","dry","typic","loamy","plains",100,18.2,0,19,0,0,1,0,0,0,0,0,0,0,37,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,36,1
"99B moist euic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","moist","euic","sandy","plains",180,11.1,0,18.3,0,0,4.4,0,0,0,0,0,0,0,18.9,5.6,0,0,0,0,0,0,7.2,0,0,0,3.3,0,0,0,2.2,1.7,35.6,2.8
"99B wet typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","99B","wet","typic","loamy","plains",103,5.5,0,15.5,0,0,3.9,0,0,0,0,0,0,0,19.4,16.5,0,0,0,0,0,0,7.8,0,0,0,1,0,0,0,8.7,4.9,18.4,3.9
"99B wet typic loamy plains","BLACK ASH SWAMP","99B","wet","typic","loamy","plains",149,7.9,0.7,12.8,0,0,4.7,0,0,0,0,0,0,0,0.7,51,0,0.7,0,0,0,0,4.7,0,0,0,2,0,0.7,0,6,2,2,12.1
"99A moist typic loamy plains","MIXED HARDWOOD SWAMP","99A","moist","typic","loamy","plains",532,19.2,0,7.1,0,0.2,0.4,5.1,0,0,0,0,0,0,14.3,20.9,0.2,0.2,0,0,2.6,0,0.4,1.3,2.8,0.2,20.3,0,0.2,0.9,0,9,0,13.9
"99A wet typic loamy plains","BEECH-SUGAR MAPLE FOREST","99A","wet","typic","loamy","plains",808,42.5,0,11.3,0,0,2,6.4,0,0,0.1,0.1,0.2,0,12.7,24.1,0.5,0,0,0.1,2.2,0,0,1.1,1.9,0,17.6,0,0,0,0,9,0,10.5
"99A moist euic sandy plains","BEECH-SUGAR MAPLE FOREST","99A","moist","euic","sandy","plains",397,36.4,0,7.6,0,0,1.3,3.3,0,0,0,0.3,0,0,15.4,9.3,0.5,0,0,0,1.5,0,0.5,0.3,4.3,0,48.1,0,0,0.5,0,4.5,0.5,2.3
"99A wet typic loamy plains","MIXED HARDWOOD SWAMP","99A","wet","typic","loamy","plains",760,40,0,9.5,0,0,0.5,4.6,0,0,0,0,0.1,0,8.7,29.1,0,0.4,0,0.1,2.1,0,0,4.6,4.5,0,12.8,0,0.3,0,0,8.3,0,14.5
"99A dry typic loamy plains","BEECH-SUGAR MAPLE FOREST","99A","dry","typic","loamy","plains",251,60.9,0,11.6,0,0,0.4,3.2,0,0,0,0,0,0,27.1,14.3,0.4,0,0,0,2.8,0,0.4,0,3.6,0.8,19.5,0,0,0,0,7.2,1.2,7.6
"99A moist typic loamy plains","BEECH-SUGAR MAPLE FOREST","99A","moist","typic","loamy","plains",1868,67.6,0,13,0,0,1.5,4.9,0,0.1,0,0,0,0,20,16.2,0.5,0.1,0,0,2.9,0,1,0.5,1.8,0.4,19.3,0.1,0,0.2,0,7.8,0.2,9.6
"99A moist euic sandy plains","MIXED HARDWOOD SWAMP","99A","moist","euic","sandy","plains",151,13.9,0,16.6,0,0,2,0,0,0,0,0,0,0,11.3,14.6,0,0,0,0.7,0,0,3.3,0,2,0,31.8,0,0,0.7,0,4.6,1.3,11.3
"98A wet euic mucky plains","WET PRAIRIE","98A","wet","euic","mucky","plains",297,18.4,0,0.3,0,0,0,0.7,0,0,0,0,0,0,0,1.3,0,11.1,0,0,0,0,0,0,6.7,0.7,72.4,0,0,0,0,0,0,6.7
"98A wet typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","98A","wet","typic","loamy","plains",113,8.6,0,0.9,0,0,0,0,0,0,0,0,1.8,0,0,8.8,0,8,0,0,0.9,0,0,0,9.7,0,54.9,0,0,0,0,0.9,0,14.2
"98A dry typic loamy plains","OAK-HICKORY FOREST","98A","dry","typic","loamy","plains",3703,23.7,0,1.4,0,0,0,6.2,0.1,0,0,0.1,0,0,2.3,2.1,0.2,0.1,0,0.1,0.9,0,0.3,0,1.2,0.4,82.2,0,0,0.1,0,0.8,0,1.5
"98A moist typic loamy plains","MIXED OAK SAVANNA","98A","moist","typic","loamy","plains",351,5.6,0,0.9,0,0,0,2.6,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.6,0,1.4,0,89.7,0,0.3,0,0,0.3,0,3.1
"98A dry typic loamy plains","BLACK OAK BARREN","98A","dry","typic","loamy","plains",2328,14.9,0,0.3,0,0,0,4.8,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0.2,0,0.3,0,0.7,0,92.4,0,0,0,0,0.1,0,0.7
"98A dry rich sandy plains","BLACK OAK BARREN","98A","dry","rich","sandy","plains",765,19.2,0,0,0,0,0,2.1,0,0,0,0,0,0,0.3,0.4,0,0.3,0,0,0.1,0,0.9,0,0.8,0,94.6,0,0,0,0,0,0,0.5
"98A dry typic sandy plains","OAK-HICKORY FOREST","98A","dry","typic","sandy","plains",268,18.6,0,1.9,0,0,0,2.2,0,0,0,0,0,0,3,0.7,0,0,0,0,1.5,0,0.4,0,1.9,0,87.3,0,0,0,0,0.4,0,0.7
"98A moist typic loamy plains","BLACK OAK BARREN","98A","moist","typic","loamy","plains",226,3.6,0,1.3,0,0,0,2.7,0,0,0,0,0,0,0.4,1.8,0,1.3,0,0,0,0,0,0,4,0,87.2,0,0,0,0,0,0,1.3
"111BA dry typic loamy plains","BEECH-SUGAR MAPLE FOREST","111BA","dry","typic","loamy","plains",414,19.7,0,11.6,0.2,0,0,2.2,0,0,0.2,0.7,0,0,37.9,10.4,0.5,0.2,0,0,4.6,0,0,0,3.1,1.4,19.1,0,0,0.2,0,3.6,0,3.9
"111BA moist typic loamy plains","BEECH-SUGAR MAPLE FOREST","111BA","moist","typic","loamy","plains",607,38.4,0,12.2,0,0,0.2,3.1,0,0,0,0.2,0.2,0,38.7,13,0.5,0,0,0,4,0,0.2,0,1.6,0.3,13.2,0,0.3,0.2,0,5.1,0,7.1
"111BA dry typic loamy plains","OAK-HICKORY FOREST","111BA","dry","typic","loamy","plains",654,31.1,0,1.4,0,0,0,11.3,0,0,0,0.2,0,0,1.4,3.7,0.3,0,0.2,0,1.2,0,0.2,0,1.8,0.3,72,0,0,0,0,2.4,0,3.7
"111BA dry typic loamy plains","MIXED OAK FOREST","111BA","dry","typic","loamy","plains",197,9.4,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,95.4,0,0,0,0,0,0,0
"111BA moist typic loamy plains","OAK-HICKORY FOREST","111BA","moist","typic","loamy","plains",605,38.2,0,3.8,0,0,0,13.7,0,0,0,0,0,0,0.3,8.3,1,0,0,0,3.1,0,0,0.3,1,0,59.7,0,0,0,0,2.6,0,6.1
"99B wet euic mucky plains","MIXED CONIFER SWAMP","99B","wet","euic","mucky","plains",117,59.1,0,4.3,0,0,3.4,0,0,0,0,0,0,0,0.9,7.7,0,41,0,0,0,18.8,5.1,0,0,0,0,0,0,0,17.9,0,0,0.9
"99B moist typic loamy plains","HEMLOCK-WHITE PINE FOREST","99B","moist","typic","loamy","plains",939,25.8,1,11.3,0,0,4.9,0.1,0,0,0,0,0,0,11.6,7.9,0,0.1,0,0,0.1,0,6.2,0.2,1.6,0.1,1.3,0,0,0,5.3,3.5,38.1,6.7
"99B moist euic sandy plains","HEMLOCK-WHITE PINE FOREST","99B","moist","euic","sandy","plains",650,40,0,12.3,0,0,4.6,0.3,0,0,0,0,0,0,8,7.7,0.2,0.3,0,0.2,0.5,0,16.3,0,0.8,0,2.8,0,0,0,0.5,0.8,40.6,4.3
"99B moist euic sandy plains","MIXED CONIFER SWAMP","99B","moist","euic","sandy","plains",143,8.8,0.7,10.5,0,0,3.5,0,0,0,0,0,0,0,2.1,6.3,0,16.1,0,0,0,2.1,16.8,0,1.4,0,2.1,0,0,0,21.7,0.7,13.3,2.8
"99B moist dysic sandy plains","HEMLOCK-WHITE PINE FOREST","99B","moist","dysic","sandy","plains",218,42.4,0,10.1,0,0,6,0,0,0,0,0,0,0,13.8,2.8,0,0.5,0,0,0,0,23.4,0,0.9,0,2.3,0,0,0,0.9,0,38.1,1.4
"99B wet typic loamy plains","MIXED HARDWOOD SWAMP","99B","wet","typic","loamy","plains",303,16.1,0,11.9,0,0,3.6,1.3,0,0,0,0,0,0,3.3,28.7,0,1.3,0,0,0.7,0,2.6,0,1.3,0,6.6,0,2,0,4,4.6,2.6,25.4
"99B wet typic loamy plains","HEMLOCK-WHITE PINE FOREST","99B","wet","typic","loamy","plains",193,10.3,1.6,11.4,0,0,4.7,0.5,0,0,0,0,0,0,10.4,13,0,0,0,0,1.6,0,5.7,0,3.1,0,2.6,0,0,0,5.7,9.8,19.2,10.9
"98A moist typic loamy plains","OAK-HICKORY FOREST","98A","moist","typic","loamy","plains",1040,16.7,0,3.8,0,0,0,5.4,0.1,0.1,0,0.2,0,0,5.6,6.8,0.3,0.3,0,0.3,1.7,0,0.4,0.1,1.7,0.4,65.2,0,0,0,0,2.4,0.1,5.1
"99B moist typic loamy plains","BEECH-SUGAR MAPLE FOREST","99B","moist","typic","loamy","plains",1554,42.8,0.1,18.3,0,0,3.3,1,0,0,0,0,0,0,32.9,7.5,0.1,0.1,0,0,2.7,0,1.2,0.2,1.2,0.1,5.9,0,0.1,0,0.5,7.9,8,8.8
"99B moist euic sandy plains","BEECH-SUGAR MAPLE FOREST","99B","moist","euic","sandy","plains",322,19.8,0,15.8,0,0,2.8,1.2,0,0,0,0,0,0,34.8,7.5,0.3,0,0,0,2.8,0,4,0.3,0.9,0.3,7.8,0,0,0,0.6,5.3,6.8,8.7
"98A wet typic loamy plains","WET PRAIRIE","98A","wet","typic","loamy","plains",122,9.3,0,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0.8,0,13.1,0,0,0,0,0,0,11.5,0,65.6,0,0,0,0,0,0,7.4
"98A dry rich sandy plains","OAK-HICKORY FOREST","98A","dry","rich","sandy","plains",985,24.7,0,0.8,0,0,0.2,2.4,0,0,0,0.1,0,0,1.3,1.1,0.2,0,0,0,0.2,0,1,0,1.3,0.1,90.3,0,0,0,0,0.2,0,0.7
"111BA dry typic loamy plains","BLACK OAK BARREN","111BA","dry","typic","loamy","plains",541,25.7,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0.2,0,0.6,0,1.1,0.2,91.7,0,0,0,0,0.2,0,0.6
"111BA moist typic loamy plains","BLACK OAK BARREN","111BA","moist","typic","loamy","plains",131,8.3,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,3.8,0,87.8,0,0,0,0,0,0,2.3
"111BA dry typic loamy plains","MIXED OAK SAVANNA","111BA","dry","typic","loamy","plains",221,10.5,0,0.5,0,0,0,3.2,0,0,0,0,0,0,0,1.8,0.5,0.9,0,0,0,0,0,0,1.4,0,90.5,0,0,0,0,0.9,0,0.5
"111BA dry rich sandy plains","BLACK OAK BARREN","111BA","dry","rich","sandy","plains",120,39.7,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,96.7,0,0,0,0,0,0,0
"99B moist typic loamy plains","MIXED CONIFER SWAMP","99B","moist","typic","loamy","plains",193,5.3,5.2,6.2,0,0,6.2,0,0,0,0,0,0,0,1,14,0.5,7.8,0,0,0,0.5,3.6,0,1.6,0,0,0,0,0,21.8,1,26.9,3.6
"99B moist typic loamy plains","MIXED HARDWOOD SWAMP","99B","moist","typic","loamy","plains",232,6.4,0.4,15.1,0,0,3.4,0,0,0,0,0,0,0,8.6,16.8,0,2.6,0,0,1.3,0,2.2,0.4,2.2,0,3.9,0,0,0,5.2,11.2,12.1,14.7
"99B wet typic loamy plains","MIXED CONIFER SWAMP","99B","wet","typic","loamy","plains",315,16.8,2.2,5.4,0,0.6,4.8,0,0,0,0,0,0,0,0,22.2,0,31.1,0,0,0,2.2,7.9,0,0,0,0.3,0,0,0,14.3,0.3,5.7,2.9
"99A wet typic loamy plains","BLACK ASH SWAMP","99A","wet","typic","loamy","plains",131,6.9,0,6.9,0,0,1.5,3.1,0,0,0,0.8,0,0,3.1,40.5,0,0.8,0,0,0,0,0,3.1,3.1,0,12.2,0,0,0,0,9.9,0,15.3
"99B wet typic loamy plains","BEECH-SUGAR MAPLE FOREST","99B","wet","typic","loamy","plains",668,35.6,0,18.9,0,0,4,2.5,0,0,0,0,0,0,15.7,15.9,0.1,0.6,0,0,0.6,0,0.9,0,0,0,6.1,0,0,0,0.1,13.2,2.7,18.6
"99B dry typic loamy plains","BEECH-SUGAR MAPLE FOREST","99B","dry","typic","loamy","plains",344,62.5,0,18.6,0,0,1.7,0.9,0,0,0,0,0,0,44.5,2.9,0,0,0,0,0.9,0,5.2,0,0.3,0,1.7,0,0,0,0.3,5.8,15.4,1.7
"99B moist typic loamy plains","CEDAR SWAMP","99B","moist","typic","loamy","plains",100,2.8,3,4,0,0,6,0,0,0,0,0,0,0,4,8,0,2,0,0,0,0,4,0,7,0,2,0,0,0,33,0,24,3
"98A wet typic loamy plains","OAK-HICKORY FOREST","98A","wet","typic","loamy","plains",132,10,0,2.3,0,0,0,6.8,0,0,0,0,0,0,3,12.1,0,0,0,0.8,1.5,0,0,0,2.3,1.5,57.6,0,0,0,0,0.8,0,11.4
"98A dry typic loamy plains","GRASSLAND","98A","dry","typic","loamy","plains",193,1.2,0,0.5,0,0,0,2.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1,94.8,0,0,0,0,0.5,0,0
"99B moist euic sandy plains","MIXED HARDWOOD SWAMP","99B","moist","euic","sandy","plains",115,7.1,0,17.4,0,0.9,9.6,0.9,0,0,0,0,0,0,4.3,15.7,0,4.3,0,0.9,1.7,0,14.8,0,0.9,0,1.7,0,1.7,0,4.3,2.6,10.4,7.8
"99A moist typic loamy floodplain","BEECH-SUGAR MAPLE FOREST","99A","moist","typic","loamy","floodplain",117,62.6,0,13.7,0,0.9,0.9,6,0,0,0,0,0,0,5.1,15.4,0.9,0,0,0,8.5,0,3.4,1.7,0.9,0,12,0,0,0.9,0,14.5,0,15.4
"98A moist typic loamy plains","MIXED OAK FOREST","98A","moist","typic","loamy","plains",137,2.2,0,0.7,0,0,0,7.3,0,0,0,0,0,0,0,3.6,0,0.7,0,0,0,0,0,0,1.5,0,84.7,0,0,0,0,0,0,1.5
"98A dry typic sandy plains","BLACK OAK BARREN","98A","dry","typic","sandy","plains",192,13.3,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.5,0,95.3,0,0,0,0,0,0,0
"99A moist euic sandy plains","MIXED OAK FOREST","99A","moist","euic","sandy","plains",159,14.6,0,1.3,0,0,0,1.3,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.6,0,95.6,0,0,0,0,0,0,0.6
"99A moist euic sandy plains","WET PRAIRIE","99A","moist","euic","sandy","plains",113,10.4,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1.8,0,0,2.7,0,9.7,0,57.5,0,0,0.9,0,0.9,0,10.6
"97A dry rich sandy plains","OAK-HICKORY FOREST","97A","dry","rich","sandy","plains",122,21.1,0,0.8,0,0,0,1.6,0,0,0,0,0,0,1.6,0,0,0,0,0,0.8,0,1.6,0,1.6,0,91,0,0,0,0,0.8,0,0
"99A moist typic loamy plains","OAK-HICKORY FOREST","99A","moist","typic","loamy","plains",110,4,0,5.5,0,0,0,9.1,0,0,0,0.9,0,0,2.7,13.6,0,0,0,0,2.7,0,0,0,4.5,0.9,40,0,0.9,0,0,6.4,0,12.7
"98A dry typic loamy plains","MIXED OAK FOREST","98A","dry","typic","loamy","plains",1164,7.5,0,0.6,0,0,0,6.6,0,0,0,0,0,0,0.2,0.8,0,0.3,0,0,0.3,0,0,0,0.6,0.2,90.1,0,0,0,0,0.1,0,0.3
"98A moist typic loamy plains","WET PRAIRIE","98A","moist","typic","loamy","plains",109,1.7,0,0,0,0,0,0.9,0,0,0,0,0,0,0,5.5,0,5.5,0,0,0,0,0,0,8.3,0.9,72.5,0,0.9,0,0,0,0,5.5
"98A dry rich sandy plains","MIXED OAK FOREST","98A","dry","rich","sandy","plains",335,8.4,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0.3,0,94.9,0,0,0,0,0,0,0.3
"99A moist euic sandy plains","MIXED OAK SAVANNA","99A","moist","euic","sandy","plains",211,19.4,0,2.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0.9,0,0.9,0.5,0,0,0,0.9,0.5,87.2,0,0,0,0,0.5,0,2.8
"98A dry typic loamy plains","WET PRAIRIE","98A","dry","typic","loamy","plains",137,0.9,0,0.7,0,0,0,2.2,0,0,0,0,0,0,0,1.5,0,4.4,0,0,0,0,0,0,4.4,0,83.2,0,0.7,0,0,0.7,0,2.2
